Spider-Man,2002-05-03-05:00,821706375.00,403706375.00,Sam Raimi,"Maguire, Tobey","Dafoe, Willem","Dunst, Kirsten",""
Spider-Man 2,2004-06-30-05:00,783924485.00,373585825.00,Sam Raimi,"Maguire, Tobey","Franco, James","Dunst, Kirsten","Molina, Alfred"
Spider-Man 3,2007-05-04-05:00, 888977494.00, 336027292.00,Sam Raimi,"Maguire, Tobey","Dunst, Kirsten","Franco, James","Church, Thomas Haden"
